Stream_Name,LTER,Latitude,Longitude,Name,drainSqKm,elevation_mean_m,major_soil,major_rock,major_land,median_q,prop_area,precip,evapotrans,temp,npp,cycle0,Max_Daylength
Site 2,Krycklan,64.25142548,19.7778044,Subarctic,0.12,275,spodosols,metamorphic,evergreen_needleleaf_forest,0.00022715,0.7109375,2.036034281,307.8477664,2.093050481,0.504194048,113.4444444,20.91937407
Site 227,Finnish Environmental Institute,60.49966,25.94238,Humid Continental,895,63.31034483,spodosols,plutonic,evergreen_needleleaf_forest,2.6,0.676224235,2.18268185,414.5393617,5.247965036,0.584810296,116,18.89113435
Site 26534,Finnish Environmental Institute,63.52531,22.52817,Subarctic,4122,97.94658374,inceptisols,plutonic; metamorphic,evergreen_needleleaf_forest,19.1,0.616946865,2.097969657,403.0473434,3.782414631,0.553291211,114.4736842,20.39502761
Site 26740,Finnish Environmental Institute,63.85452,23.2196,Subarctic,2524,119.6776477,inceptisols,plutonic,mixed_forest,15,0.67374368,2.012098259,386.1720362,3.360484884,0.553075558,113.2105263,20.61959629
Site 26935,Finnish Environmental Institute,64.06265,23.6554,Subarctic,1373,125.0110625,inceptisols,plutonic,mixed_forest,7.1,0.671045884,2.012098259,382.5237864,3.266810113,0.549592532,112.1578947,20.77230932
Site 27095,Finnish Environmental Institute,64.25851,23.94188,Subarctic,4247,107.8408212,inceptisols,plutonic,mixed_forest,18,0.678696729,2.108766331,380.7464664,3.185700064,0.537744884,114.0526316,20.92506926
Site 27697,Finnish Environmental Institute,64.46205,24.26652,Subarctic,3712,116.8706697,inceptisols,plutonic,mixed_forest,20,0.696577687,2.108766331,382.5218192,3.154632757,0.542695141,114.2105263,21.09480163
Site 27880,Finnish Environmental Institute,64.71787,24.96003,Subarctic,4218,106.0014115,inceptisols,metamorphic,deciduous_needleleaf_forest,29.3,0.722751239,2.108766331,375.80949,2.898021339,0.530617717,115.4736842,21.3276882
Site 28208,Finnish Environmental Institute,65.02293,25.4685,Subarctic,22845,186.0927919,spodosols,metamorphic,evergreen_needleleaf_forest,269.25,0.666612261,2.212616755,382.3219562,2.139429563,0.496268318,118.5263158,21.64377694
Site 28414,Finnish Environmental Institute,65.17982,25.35641,Subarctic,3814,128.4309172,inceptisols,metamorphic,evergreen_needleleaf_forest,28.4,0.738115784,2.184227314,392.1780566,2.239245609,0.505250957,118.8421053,21.82930333
Site 28639,Finnish Environmental Institute,65.3345,25.4116,Subarctic,14191,198.1505239,inceptisols,metamorphic,evergreen_needleleaf_forest,128.6,0.712126528,2.177158284,378.4145905,1.358813777,0.466045117,121.4736842,22.03472526
Site 36177,Finnish Environmental Institute,65.66188,25.07547,Subarctic,3160,154.3198165,inceptisols,metamorphic,evergreen_needleleaf_forest,28.2,0.716538796,2.026904416,378.7977895,1.694291701,0.467380183,125.0526316,22.62633033
Site 397,Finnish Environmental Institute,60.44222,25.60803,Humid Continental,1273,79.88215488,spodosols,plutonic,evergreen_needleleaf_forest,5.3,0.676899506,2.18268185,413.6056419,5.004319231,0.57383828,117.4736842,18.86878897
Site 39892,Finnish Environmental Institute,65.79239,24.54481,Subarctic,51127,238.4203226,inceptisols,metamorphic,evergreen_needleleaf_forest,461.75,0.675683977,1.862844227,330.3762368,-0.204941218,0.38105533,125.5789474,23.0184688
Site 39974,Finnish Environmental Institute,65.96356,24.04262,Subarctic,34781,412.2617523,inceptisols,plutonic,evergreen_needleleaf_forest,278,0.609695609,1.897167541,311.89126,-1.117795945,0.303472096,129.2105263,23.29514816
Site 4,Krycklan,64.25945115,19.77374833,Subarctic,0.18,283.6666667,spodosols,metamorphic,evergreen_needleleaf_forest,0.00081847,0.771875,2.036034281,289.6515873,2.093050481,0.493766667,112.5263158,20.92582686
Site 4081,Finnish Environmental Institute,62.25289,21.51004,Subarctic,1098,97.7458091,spodosols,plutonic,evergreen_needleleaf_forest,6.5,0.61359793,2.306008129,413.9200064,4.7338779,0.610260107,113.3157895,19.66694977
Site 4381,Finnish Environmental Institute,63.09269,21.88234,Subarctic,4923,101.2326496,inceptisols,plutonic,evergreen_needleleaf_forest,22,0.609772153,2.149979275,408.9100394,4.094645693,0.549544366,115.6315789,20.12580958
Site 5,Krycklan,64.26026108,19.76033857,Subarctic,0.65,298.5,spodosols,metamorphic,evergreen_needleleaf_forest,0.003142,0.76875,2.036034281,338.4027489,2.093050481,0.492796032,119.3157895,20.92647901
Site 567,Finnish Environmental Institute,60.36926,25.56308,Humid Continental,783,74.34391534,spodosols,plutonic,evergreen_needleleaf_forest,2.5,0.674777215,2.208187109,415.7946603,5.20854258,0.583807649,116.2631579,18.84063853
Site 6,Krycklan,64.25097366,19.77314317,Subarctic,1.1,275.7142857,spodosols,metamorphic,evergreen_needleleaf_forest,0.00634936,0.712980769,2.036034281,313.0437009,2.093050481,0.505494505,112.5789474,20.91901132
Site 605,Finnish Environmental Institute,60.23736,24.98509,Humid Continental,1686,81.53035294,spodosols,metamorphic,evergreen_needleleaf_forest,8.4,0.645533179,2.208187109,407.929119,5.214324384,0.576980806,115.5789474,18.79039254
Site 69038,Finnish Environmental Institute,62.47246,21.34108,Subarctic,992,67.18697092,inceptisols,metamorphic,evergreen_needleleaf_forest,4.1,0.597917189,2.177063237,427.4360824,4.380871335,0.609288122,117.7894737,19.78004629
Site 7,Krycklan,64.2513012,19.77790006,Subarctic,0.47,269.5,spodosols,metamorphic,evergreen_needleleaf_forest,0.00218571,0.711607143,2.036034281,312.1821769,2.093050481,0.506415646,117.2105263,20.91927429
Site 9,Krycklan,64.23752785,19.79156217,Subarctic,2.88,229.2,spodosols,metamorphic,evergreen_needleleaf_forest,0.01080772,0.694791667,2.036034281,334.5689485,2.093050481,0.514768413,119.8947368,20.9082407
Skatila vp 9600,Finnish Environmental Institute,63.09269,21.88234,Subarctic,4923,101.2326496,inceptisols,plutonic,evergreen_needleleaf_forest,22,0.609772153,2.149979275,408.9100394,4.094645693,0.549544366,115.6315789,20.12580958
SKEENA RIVER AT USK,Canada,54.6346,-128.409,Subarctic,42152.8,1128.868874,inceptisols,sedimentary,evergreen_needleleaf_forest,556,0.553152945,3.111161672,375.2067901,0.913317514,0.184640034,122,17.17761686
Skellefte alv Kvistforsen,Swedish Goverment,64.7397346,20.7679167,Subarctic,10545.30375,494.5519375,inceptisols,plutonic; metamorphic,evergreen_needleleaf_forest,172,0.609338283,2.122737303,342.2071051,0.209614384,0.349336832,132.2631579,21.34879033
Smith Creek,USGS,38.69333333,-78.64305556,Humid Subtropical,242.4146,436.3613054,ultisols,carbonate_evaporite; metamorphic,cropland,1.21479271,0.265977325,3.092081128,712.0364731,12.08583136,0.746802834,84.63157895,14.82279536
SNAKE RIVER,USGS,43.0022222,-115.2025,Humid Continental,92721.57,1848.623415,mollisols,sedimentary,shrubland_grassland,205.458,0.59025069,1.054443623,329.4680725,4.146161974,0.280936925,113.7894737,15.29900987
SOAR AT KEGWORTH,UK,52.8679288,-1.2690821,Humid Temperate,1292,109.4497374,inceptisols,sedimentary,cropland,7.11,0.218643821,2.500268335,967.6842905,9.714977542,8.57E-05,54.57894737,16.80525413
Sopchoppy River,NA,NA,NA,NA,NA,29.57798165,ultisols,sedimentary; carbonate_evaporite,evergreen_needleleaf_forest,1.47247601,0.128475132,3.82052737,1125.750465,20.28448981,1.237907919,83.73684211,NA
SOPCHOPPY RIVER,USGS,30.12936856,-84.4943482,Humid Subtropical,264.1788,29.57798165,ultisols,sedimentary; carbonate_evaporite,evergreen_needleleaf_forest,1.47247601,0.128475132,3.82052737,1125.750465,20.28448981,1.237907919,83.73684211,14.05117112
SOPE CREEK,USGS,33.95388889,-84.4433333,Humid Subtropical,79.51263,326.8689655,ultisols,metamorphic,urban_and_built_up_land,0.62826,0.137013445,3.85555502,743.0112828,16.29403857,0.746827367,78.05263158,14.37285222
South Fork Iowa River,USGS,42.31530556,-93.1521944,Humid Continental,580.1573,350.3581662,mollisols,sedimentary; carbonate_evaporite,cropland,2.58945,0.465261172,2.74730871,627.9617305,8.98082512,0.459862801,145.7894737,15.21783169
SOUTH PLATTE,USGS,40.4119253,-104.5627366,Semi-Arid,25021.88,2312.608575,mollisols,sedimentary; plutonic,shrubland_grassland,16.06025,0.498386344,1.206751523,332.0825371,5.292566896,0.360072357,105.2105263,15.00378223
SOUTH TYNE AT HAYDON BRIDGE,UK,54.9885081,-2.1421822,Humid Temperate,751.1,355.8028169,spodosols,sedimentary; carbonate_evaporite,cropland,10.3,0.289891402,3.248948727,29.13093676,7.483406553,5.16E-05,83.10526316,17.25799958
ST. LAWRENCE,USGS,45.0061111,-74.795,Humid Continental,773888.4,259.797252,spodosols,sedimentary,cropland,7527.8,0.367044414,2.716181261,653.1216348,6.034114739,0.676239,113.7894737,15.5493349
STOUR AT KEDINGTON,UK,52.0599191,0.49145381,Humid Temperate,76.2,99.17032967,mollisols,sedimentary; carbonate_evaporite,cropland,0.359,0.181798122,2.210941762,28.82329755,9.986522276,5.98E-05,59.47368421,16.64906181
STOUR AT LANGHAM,UK,51.9720281,0.94815684,Humid Temperate,578,76.00906843,mollisols,sedimentary,cropland,1.72,0.172642986,2.210941762,101.1287709,10.15911833,6.20E-05,61.36842105,16.63254868
STOUR AT STRATFORD ST MARY,UK,51.9566769,1.05632546,Humid Temperate,844.3,71.64904126,mollisols,sedimentary,cropland,1.523,0.173269525,2.210941762,79.18212897,10.16883192,6.23E-05,62.36842105,16.62967372
STOUR AT THROOP,UK,50.7616859,-1.8425692,Humid Temperate,1073,94.5706188,entisols,sedimentary; carbonate_evaporite,cropland,7.75,0.158755714,3.004447189,170.8969287,10.58241516,7.42E-05,54.57894737,16.41389919
STRENID,NIVA,63.20310823,9.770769788,Humid Temperate,3110,662.7089835,spodosols,sedimentary; metamorphic,mixed_forest,54.4905539,0.60389337,3.486938685,342.2518267,1.16163715,0.280410274,134.3684211,20.19205954
STREORK,NIVA,63.39365102,10.38797373,Subarctic,3053,724.5893926,spodosols,metamorphic,shrubland_grassland,50.3246964,0.655728565,3.077813189,348.2319276,0.69792758,0.290214692,130.1052632,20.31025747
SUSQUEHANNA RIVER,USGS,39.65788889,-76.1744444,Humid Subtropical,70188.68,403.2310539,inceptisols,sedimentary,deciduous_broadleaf_forest,809.38,0.263334787,3.27639893,730.8299468,9.116023953,0.780003909,103.4736842,14.92303541
Swan Hill,MD,-35.327634,143.56418,Semi-Arid,76966.3,388.1765523,oxisol,sedimentary,cropland,67.015,0.193668185,2.033266201,122.0484481,13.49582518,8.97E-05,129.3157895,14.48628759
SWIFT CREEK,USGS,35.71888889,-78.7522222,Humid Subtropical,54.38975,133.2596154,ultisols,metamorphic,cropland,0.163857,0.161633342,3.417444452,742.0703955,15.86823669,0.667268238,81.89473684,14.53290043
TAMAR AT CROWFORD BRIDGE,UK,50.706233,-4.3693051,Humid Temperate,76.7,147.1182796,entisols,sedimentary,cropland,0.739,0.176818949,3.657403946,42.71827795,10.45474928,8.35E-05,52.10526316,16.40425266
TAMAR AT GUNNISLAKE,UK,50.5285392,-4.2122295,Humid Temperate,916.9,160.4560829,entisols,sedimentary,cropland,11.8,0.185307505,3.657403946,46.86085023,10.68488913,8.23E-05,56.94736842,16.3735485
TAME AT LEA MARSTON LAKES,UK,52.7215309,-1.7245784,Humid Temperate,799,136.251959,alfisols,sedimentary,urban_and_built_up_land,10.8,0.214557438,2.500268335,4961.505546,9.694083228,0.000194565,57.89473684,16.77635022
TAME AT PORTWOOD,UK,53.4184051,-2.1519281,Humid Temperate,150,269.1573034,inceptisols,sedimentary,cropland,2.78,0.253367205,2.649046236,2041.971339,8.943528722,0.000110057,74.89473684,16.91647011
TAVY AT LUDBROOK,UK,50.4901606,-4.1484012,Humid Temperate,197.3,277.9198113,entisols,sedimentary,cropland,3.76,0.18488135,3.657403946,51.55293257,10.64845097,7.92E-05,81.57894737,16.36695804
TAW AT TAW BRIDGE,UK,50.8427639,-3.8861515,Humid Temperate,71.4,245.0934066,entisols,sedimentary,cropland,0.928,0.190958863,3.657403946,37.32594745,10.22196756,7.72E-05,63.36842105,16.42805949
TAW AT UMBERLEIGH,UK,51.0167441,-4.0229487,Humid Temperate,826.2,189.4056604,entisols,sedimentary,cropland,8.81,0.179938465,3.657403946,38.38019412,10.42282181,7.57E-05,58.21052632,16.45867245
TEES AT DARLINGTON BROKEN SCAR,UK,54.5125176,-1.5922039,Humid Temperate,818.4,366.7723881,spodosols,sedimentary; carbonate_evaporite,cropland,9.51,0.27225537,2.649046236,62.60984711,7.946365516,5.26E-05,83.21052632,17.1503709
TEES AT LOW MOOR,UK,54.4856447,-1.3979826,Humid Temperate,1264,277.5410836,spodosols,sedimentary,cropland,11,0.260014413,2.649046236,222.5051142,8.339976642,5.86E-05,76.05263158,17.14440595
TEIGN AT PRESTON,UK,50.5590048,-3.6178387,Humid Temperate,381,223.6237245,entisols,sedimentary,cropland,5.09,0.191568304,3.657403946,44.65820365,10.22196756,8.33E-05,66.21052632,16.37879045
TELESKI,NIVA,59.20410619,9.608039498,Humid Continental,10772,837.5438727,spodosols,metamorphic,evergreen_needleleaf_forest,283.586636,0.618507453,4.540551341,354.0375945,1.870214194,0.360396984,126.1052632,18.42278215
TEME AT KNIGHTSFORD BRIDGE,UK,52.1705154,-2.2412132,Humid Temperate,1480,218.014431,inceptisols,sedimentary,cropland,10.5,0.216532681,3.224418021,33.05896802,9.327221467,6.13E-05,60.21052632,16.66996999
TERN AT WALCOT,UK,52.6795435,-2.6626026,Humid Temperate,852,96.19044975,entisols,sedimentary,cropland,4.88,0.196949399,3.156702961,294.7150291,9.606814338,6.69E-05,57.05263158,16.76811111
TEST AT BROADLANDS,UK,50.9594384,-1.4959097,Humid Temperate,1040,109.5205811,alfisols,carbonate_evaporite,cropland,9.8035,0.16046094,2.351490433,128.0190354,10.46118812,6.79E-05,70.15789474,16.44855463
THAME AT WHEATLEY,UK,51.6409306,-1.164691,Humid Temperate,533.8,103.3835125,alfisols,sedimentary; carbonate_evaporite,cropland,1.7725,0.16406042,2.351490433,264.8121867,10.14222911,7.06E-05,56.31578947,16.57114068
THAMES AT EYNSHAM,UK,51.7545775,-1.3654186,Humid Temperate,1616.2,137.9748775,alfisols,sedimentary,cropland,8.96,0.171100559,2.351490433,262.150224,9.961518233,6.73E-05,63.05263158,16.59207789
THAMES AT KINGSTON,UK,51.4286366,-0.3184429,Humid Temperate,9948,111.9421307,alfisols,carbonate_evaporite,cropland,40.3,0.16773005,2.351490433,718.7101865,10.09236389,8.29E-05,63.89473684,16.53241522
THAMES AT ROYAL WINDSOR PARK,UK,51.4359723,-0.5296656,Humid Temperate,7046,118.0481762,alfisols,carbonate_evaporite,cropland,39.8,0.167417058,2.351490433,446.7755806,10.05224372,7.36E-05,62.57894737,16.53374508
THRUSHEL AT TINHAY,UK,50.6470199,-4.2715458,Humid Temperate,112.7,169.2519685,entisols,sedimentary,cropland,1.17,0.206457512,3.657403946,42.11557065,10.45474928,8.15E-05,56.68421053,16.39398612
TOMBIGBEE RIVER,USGS,31.75849066,-88.1291763,Humid Subtropical,47699.81,121.8198438,ultisols,sedimentary,evergreen_needleleaf_forest,404.69,0.139109818,4.316008013,881.6168404,17.31902045,0.545077411,80.94736842,14.18435917
TONE AT BISHOPS HULL,UK,51.0291094,-2.9967122,Humid Temperate,202,154.8680089,entisols,sedimentary,cropland,1.81,0.187698886,3.657403946,64.21052695,10.65566659,7.25E-05,52.68421053,16.46086012
Torne alv Mattila,Swedish Goverment,65.8754686,24.1310361,Subarctic,39782.99,414.8008149,inceptisols,plutonic,evergreen_needleleaf_forest,219,0.609358373,1.897167541,310.3607008,-1.066964811,0.301639306,129.1578947,23.17543669
TORNIONJ KUKKOLA 14310,Finnish Environmental Institute,65.96356,24.04262,Subarctic,34781,412.2617523,inceptisols,plutonic,evergreen_needleleaf_forest,278,0.609695609,1.897167541,311.89126,-1.117795945,0.303472096,129.2105263,23.29514816
TORRIDGE AT TORRINGTON,UK,50.9672518,-4.1746185,Humid Temperate,663,166.1518055,entisols,sedimentary,cropland,7.39,0.189149438,3.657403946,40.22065861,10.33835842,8.07E-05,56.89473684,16.44993215
Torrumbarry,MD,-35.942574,144.46466,Semi-Arid,55929.1,463.8231163,oxisol,sedimentary,evergreen_broadleaf_forest,NA,0.195547504,2.033923841,133.614229,13.13635298,0.000101957,121.8947368,14.54309046
TRENT AT COLWICK,UK,52.938959,-1.1369439,Humid Temperate,7486,146.7826351,inceptisols,sedimentary,cropland,59.44,0.222816967,2.500268335,1312.181076,9.514898792,9.40E-05,56.89473684,16.81937784
TRENT AT NORTH MUSKHAM,UK,53.2611737,-0.7721703,Humid Temperate,8231,138.3213451,inceptisols,sedimentary,cropland,64,0.224188051,2.500268335,1224.406039,9.523488695,9.15E-05,56.57894737,16.88428599
TRENT AT YOXALL,UK,52.7567533,-1.8073333,Humid Temperate,1229,133.0232372,inceptisols,sedimentary,cropland,9.56,0.209837436,2.649046236,1042.540395,9.569909004,8.69E-05,54.84210526,16.78327917
Trinity River,USGS,32.70763139,-96.7358319,Humid Subtropical,16259.95,255.7424223,alfisols,sedimentary,shrubland_grassland,28.866,0.141647361,2.710716012,528.380286,18.34970084,0.401865203,79.68421053,14.26450752
Turkey River,USGS,42.74,-91.26166667,Humid Continental,4001.396,338.6926169,alfisols,carbonate_evaporite,cropland,16.4237709,0.536951676,2.722281255,653.6735037,7.691556701,0.558246898,119.3684211,15.26775943
TYNE AT BYWELL,UK,54.9749728,-1.8156239,Humid Temperate,2175.6,292.2273215,spodosols,sedimentary,cropland,25.77,0.28568767,3.248948727,68.54994705,7.756381206,5.59E-05,82.57894737,17.25488622
UI02.9M,UMR,43.4742968,-91.294849,Humid Continental,1994.2,356.0232926,alfisols,carbonate_evaporite,cropland,11.8577,0.545625346,2.722281255,658.0957771,7.386240071,0.573271432,116.2105263,15.35611046
Ume alv Stornorrfors,Swedish Goverment,63.8531225,20.0491762,Subarctic,26659.62714,516.1596385,inceptisols,metamorphic,evergreen_needleleaf_forest,371.5,0.602404865,2.535904314,348.5635226,0.389499621,0.351152194,133.5263158,20.61860112
VAGEOTR,NIVA,58.18477182,7.958165064,Humid Temperate,3738,758.9791644,spodosols,metamorphic,evergreen_needleleaf_forest,144.709924,0.613704117,4.892198743,368.5638748,3.637213875,0.360579969,124.6842105,18.09843065
Vallecito Creek,USGS,37.4775,-107.5430556,Humid Continental,187.7741,3496.512048,inceptisols,sedimentary,mixed_forest,1.67069394,0.809390266,1.047195543,421.0508662,2.642168717,0.313241549,143.6842105,14.7009753
VALLECITO CREEK,USGS,37.47750126,-107.5436688,Humid Continental,187.7741,3481.567493,inceptisols,sedimentary,mixed_forest,NA,0.810260931,1.047195543,422.2711344,2.642168717,0.319897212,143.0526316,14.70097542
"Vantaa 4,2  6040",Finnish Environmental Institute,60.23736,24.98509,Humid Continental,1686,81.53035294,spodosols,metamorphic,evergreen_needleleaf_forest,8.4,0.645533179,2.208187109,407.929119,5.214324384,0.576980806,115.5789474,18.79039254
VESENUM,NIVA,59.10128295,10.07094871,Humid Temperate,5577,808.8784563,spodosols,metamorphic,evergreen_needleleaf_forest,102.185786,0.632314909,3.664825858,362.1438748,2.58598365,0.384928564,123.6315789,18.38848135
Virojoki 006 3020,Finnish Environmental Institute,60.58443,27.70874,Humid Continental,357,51.84210526,spodosols,plutonic,evergreen_needleleaf_forest,2.1,0.723967207,2.2309997,427.8783637,4.895257972,0.629742733,106.9473684,18.92441203
Viskan Asbro,Swedish Goverment,57.2393718,12.309063,Humid Temperate,2055.030959,151.5367531,spodosols,plutonic,evergreen_needleleaf_forest,29.3,0.396912692,2.48328011,443.8220001,7.24471266,0.678088491,84.89473684,17.82520549
Von Guerard Stream at F6,MCM,-77.60820007,163.2539978,Polar Desert,0.404,305.8,,metamorphic,,0,NA,0.409367832,NA,NA,NA,NA,24
WABASH RIVER,USGS,38.3983333,-87.75638889,Humid Subtropical,74164.31,221.0638245,alfisols,sedimentary,cropland,599.96,0.29200533,3.147961895,694.8201895,11.4618937,0.550758534,110.8947368,14.79278778
WALK,Walker Branch,35.957378,-84.279251,Humid Subtropical,1.1,320.1428571,ultisols,carbonate_evaporite,deciduous_broadleaf_forest,0.00826532,0.126111111,3.839993505,724.3078637,15.4780322,0.736039365,90.21052632,14.55516615
WALKHAM AT HORRABRIDGE,UK,50.519255,-4.1313828,Humid Temperate,44.6,330.991453,inceptisols,sedimentary,cropland,1.25,0.186798291,3.657403946,37.88006378,10.64845097,7.92E-05,90.10526316,16.37195286
WANSBECK AT MITFORD,UK,55.1658588,-1.599695,Humid Temperate,287.3,187.907855,spodosols,sedimentary; carbonate_evaporite,cropland,1.32,0.290021521,2.616759196,31.82440819,7.825009179,5.96E-05,78.52631579,17.29908811
WEAR AT CHESTER LE STREET,UK,54.8646169,-1.5419209,Humid Temperate,1008.3,255.2702089,spodosols,sedimentary; carbonate_evaporite,cropland,8,0.271646151,2.649046236,188.7705072,8.333651216,6.12E-05,75.84210526,17.22961974
WEAVER AT ASHBROOK,UK,53.3013528,-2.7067043,Humid Temperate,622,83.83395107,inceptisols,sedimentary,cropland,3.389,0.196797283,3.156702961,238.9952261,9.616483204,6.50E-05,50.57894737,16.89247799
WELLAND AT BARROWDEN,UK,52.6422198,-0.498415,Humid Temperate,411.6,116.5192744,inceptisols,sedimentary,cropland,0.858,0.204768573,2.500268335,127.5192531,9.783446309,6.47E-05,55.68421053,16.76080592
WELLAND AT TALLINGTON TOTAL,UK,52.6679598,-0.2150667,Humid Temperate,717.4,108.1353887,inceptisols,sedimentary,cropland,2.2,0.210884395,2.500268335,233.0432191,9.781565637,6.61E-05,57.31578947,16.765842
WENSUM AT COSTESSEY MILL,UK,52.6392719,1.25894801,Humid Temperate,570.9,51.8050571,mollisols,sedimentary; carbonate_evaporite,cropland,3.25,0.20586152,2.066468514,76.60809359,9.872855381,6.81E-05,73.84210526,16.76022969
WEST CLEAR,USGS,34.53863606,-111.6940356,Mediterranean,624.1871,2030.978389,alfisols,volcanic; sedimentary; plutonic,evergreen_needleleaf_forest,NA,0.63446834,1.060163334,297.8309645,14.53115037,0.472445743,99.47368421,14.42498236
West Clear Creek,USGS,34.53861111,-111.6933333,Mediterranean,624.1871,2031.036597,alfisols,volcanic; sedimentary; plutonic,evergreen_needleleaf_forest,0.49554481,0.634351728,1.060163334,297.849311,14.53115037,0.472547273,99.47368421,14.42498012
West Fork,Walker Branch,35.959094,-84.279934,Humid Subtropical,0.38362415,329,ultisols,carbonate_evaporite,deciduous_broadleaf_forest,0.007,0.125,3.839993505,698.5715079,15.4780322,0.735013492,90.31578947,14.55532694
WEY AT WEYBRIDGE,UK,51.3801817,-0.4567319,Humid Temperate,1008,105.2795064,alfisols,carbonate_evaporite,cropland,5.21,0.175430097,2.351490433,514.1411669,10.26449719,8.77E-05,71.94736842,16.52364573
WHARFE AT WETHERBY FLINT MILL,UK,53.8872254,-1.2635952,Humid Temperate,758.9,280.8111639,spodosols,sedimentary; carbonate_evaporite,cropland,9.155,0.24683923,2.649046236,79.02626134,8.590627736,5.67E-05,74.89473684,17.01450651
WHITE RIVER,USGS,38.51088224,-87.2894583,Humid Subtropical,28813.62,232.9342263,alfisols,sedimentary,cropland,316.96,0.281878498,3.147765303,708.6474031,11.79038487,0.587947605,101.4736842,14.80420143
White Rock Creek,USGS,32.88929207,-96.7566664,Humid Subtropical,171.9752,202.6856187,mollisols,sedimentary; carbonate_evaporite,shrubland_grassland,0.76693,0.125826908,3.224418612,426.1863425,19.35619567,0.352148965,69.10526316,14.28007518
Wild River,USGS,44.39055556,-70.97972222,Humid Continental,180.2632,654.3057143,spodosols,plutonic; metamorphic,deciduous_broadleaf_forest,2.3219814,0.348444084,3.669499808,629.8341694,1.486252034,0.782697502,113.5789474,15.47017061
WILLAMETTE RIVER,USGS,45.5175,-122.6691667,Mediterranean,29007.87,572.7798726,andisols,volcanic,evergreen_needleleaf_forest,585.81,0.538199024,3.606934448,597.5532173,8.583661786,0.823202794,68,15.61674801
WITHAM AT CLAYPOLE MILL,UK,53.0098722,-0.116027,Humid Temperate,297.9,89.23287671,inceptisols,sedimentary,cropland,1.22,0.232831226,2.649046236,369.5453469,9.618671362,6.51E-05,59,16.83354419
WP02.6M,UMR,41.7276389,-90.35971123,Humid Continental,6048,287.3140189,mollisols,carbonate_evaporite,cropland,36.79,0.503388516,2.808332538,658.2703551,8.417104344,0.512072382,130.2631579,15.15009483
ws1,HBR,43.95203,-71.7265,Humid Continental,0.118,621,spodosols,plutonic,deciduous_broadleaf_forest,0.0013275,0.3509375,3.669499808,461.1696825,5.082043601,0.938415238,118.5789474,15.41503415
ws2,HBR,43.95336,-71.7242,Humid Continental,0.156,619,spodosols,plutonic,deciduous_broadleaf_forest,0.00188139,0.334375,3.669499808,453.8420635,5.082043601,0.93946381,117.1578947,15.41519983
ws3,HBR,43.95487,-71.7228,Humid Continental,0.424,611.75,spodosols,plutonic,deciduous_broadleaf_forest,0.00462769,0.31875,3.669499808,459.7695238,5.082043601,0.942110317,116,15.41538795
ws4,HBR,43.95018,-71.7258,Humid Continental,0.361,604.75,spodosols,plutonic,deciduous_broadleaf_forest,0.00449997,0.3265625,3.669499808,473.5172506,5.082043601,0.937697619,119.3157895,15.4148037
ws5,HBR,43.94885,-71.7319,Humid Continental,0.219,579.75,spodosols,plutonic,deciduous_broadleaf_forest,0.00281101,0.30389881,3.669499808,446.109263,5.082043601,0.933972109,119.6842105,15.41463804
ws6,HBR,43.94994,-71.7356,Humid Continental,0.132,663.6666667,spodosols,plutonic,deciduous_broadleaf_forest,0.00159347,0.32,3.669499808,456.4997619,5.082043601,0.936441905,120.1052632,15.41477381
ws7,HBR,43.92751,-71.7671,Humid Continental,0.7738,712.5,spodosols,plutonic,deciduous_broadleaf_forest,0.00869629,0.33145202,3.669499808,592.7838514,5.082043601,0.729142857,100.7368421,15.41198123
ws8,HBR,43.92944,-71.7595,Humid Continental,0.594,728,spodosols,plutonic,deciduous_broadleaf_forest,0.0056375,0.334236111,3.669499808,582.1152759,5.082043601,0.737932381,94.89473684,15.41222141
ws9,HBR,43.92601,-71.7472,Humid Continental,0.684,735.8,spodosols,plutonic,deciduous_broadleaf_forest,0.00569208,0.342289637,3.669499808,592.6081954,5.082043601,0.723815584,96.10526316,15.41179457
WYRE AT ST MICHAELS,UK,53.8633141,-2.8195438,Humid Temperate,275,153.5081169,spodosols,sedimentary; carbonate_evaporite,cropland,3.09,0.232824289,3.664359685,34.06178864,9.101695272,6.22E-05,64.21052632,17.00942923
YAKIMA RIVER AT KIONA,USGS,46.25346748,-119.4780794,Semi-Arid,14542.78,881.9587563,mollisols,volcanic,shrubland_grassland,75.278,0.530571136,2.606440383,371.5955155,7.012937667,0.450430216,82,15.71653622
YAMPA RIVER AT DEERLODGE PARK,USGS,40.45163387,-108.525101,Semi-Arid,20541.2,2239.641328,mollisols,sedimentary,shrubland_grassland,14.5462,0.643710049,1.050434708,339.8315965,5.134662737,0.282781667,116.2631579,15.0080951
YAMPA RIVER AT STEAMBOAT SPRINGS,USGS,40.4829861,-106.8324306,Subarctic,1468.523,2702.065479,mollisols,sedimentary,evergreen_needleleaf_forest,3.7639,0.691790211,1.177839469,472.8958494,3.196573099,0.456703186,127.3157895,15.01150474
YAMPA RIVER BELOW CRAIG,USGS,40.48080479,-107.6142338,Humid Continental,5511.495,NA,,,,9.056,NA,2.035639275,NA,NA,NA,NA,15.0112674
YAZOO RIVER,USGS,32.44416667,-90.9141667,Humid Subtropical,34589.29,74.78620537,alfisols,sedimentary,cropland,379.22,0.179250204,4.065880245,766.4244004,17.59504185,0.436692918,96.26315789,14.24206153
